locus_tag	ftype	length_bp	gene	EC_number	COG	product
KBOACNCO_02070	CDS	465				hypothetical protein
KBOACNCO_02071	CDS	189				hypothetical protein
KBOACNCO_02072	CDS	1029	pyrC_2	3.5.2.3	COG0418	Dihydroorotase
KBOACNCO_02073	CDS	813	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KBOACNCO_02074	CDS	12600				hypothetical protein
KBOACNCO_02075	CDS	735				hypothetical protein
KBOACNCO_02076	CDS	3576				hypothetical protein
KBOACNCO_02077	CDS	732				hypothetical protein
KBOACNCO_02078	CDS	411				hypothetical protein
KBOACNCO_02079	CDS	513				hypothetical protein
KBOACNCO_02080	CDS	666				hypothetical protein
KBOACNCO_02081	CDS	555				hypothetical protein
KBOACNCO_02082	CDS	471				hypothetical protein
KBOACNCO_02083	CDS	312	petF1			Ferredoxin-1
KBOACNCO_02084	CDS	963				hypothetical protein
KBOACNCO_02085	CDS	1896	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
KBOACNCO_02086	CDS	1641				hypothetical protein
KBOACNCO_02087	CDS	2208				hypothetical protein
KBOACNCO_02088	CDS	2007				hypothetical protein
KBOACNCO_02089	CDS	1119				hypothetical protein
KBOACNCO_02090	CDS	549	frr		COG0233	Ribosome-recycling factor
KBOACNCO_02091	CDS	783	pyrH	2.7.4.22		Uridylate kinase
KBOACNCO_02092	CDS	222				hypothetical protein
KBOACNCO_02093	CDS	345				hypothetical protein
KBOACNCO_02094	CDS	2697	clpB1_2		COG0542	Chaperone protein ClpB 1
KBOACNCO_02095	CDS	489				hypothetical protein
KBOACNCO_02096	CDS	3228	mdtC_1			Multidrug resistance protein MdtC
KBOACNCO_02097	CDS	1404	macA		COG0845	Macrolide export protein MacA
KBOACNCO_02098	CDS	1110	pilT		COG2805	Twitching mobility protein
KBOACNCO_02099	CDS	1215	epsF		COG1459	Type II secretion system protein F
KBOACNCO_02100	CDS	678	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KBOACNCO_02101	CDS	609	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KBOACNCO_02102	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
KBOACNCO_02103	CDS	885	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
KBOACNCO_02104	CDS	237				hypothetical protein
KBOACNCO_02105	CDS	189				hypothetical protein
KBOACNCO_02106	CDS	303				hypothetical protein
KBOACNCO_02107	CDS	1197				hypothetical protein
KBOACNCO_02108	CDS	1203		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
KBOACNCO_02109	CDS	1029	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
KBOACNCO_02110	CDS	1008	prfB			Peptide chain release factor 2
KBOACNCO_02111	CDS	246				hypothetical protein
KBOACNCO_02112	CDS	2700	clcA_2			H(+)/Cl(-) exchange transporter ClcA
KBOACNCO_02113	CDS	504				hypothetical protein
KBOACNCO_02114	CDS	1221				hypothetical protein
KBOACNCO_02115	CDS	546				hypothetical protein
KBOACNCO_02116	CDS	546				hypothetical protein
KBOACNCO_02117	CDS	561				hypothetical protein
KBOACNCO_02118	CDS	918				hypothetical protein
KBOACNCO_02119	CDS	648	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
KBOACNCO_02120	CDS	309				hypothetical protein
KBOACNCO_02121	CDS	381				hypothetical protein
KBOACNCO_02122	CDS	765			COG3039	IS5 family transposase IS5Sa
KBOACNCO_02123	CDS	786			COG3039	IS5 family transposase IS5Sb
KBOACNCO_02124	CDS	549	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
KBOACNCO_02125	CDS	1884				hypothetical protein
KBOACNCO_02126	CDS	1029	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
KBOACNCO_02127	CDS	1398	entS			Enterobactin exporter EntS
KBOACNCO_02128	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
KBOACNCO_02129	CDS	465				hypothetical protein
KBOACNCO_02130	CDS	450	ndk	2.7.4.6		Nucleoside diphosphate kinase
KBOACNCO_02131	tRNA	73				tRNA-Ala(ggc)
KBOACNCO_02132	CDS	387				hypothetical protein
KBOACNCO_02133	CDS	360				hypothetical protein
KBOACNCO_02134	CDS	495				IS630 family transposase ISTcSa
KBOACNCO_02135	CDS	636		1.14.13.239		Carnitine monooxygenase oxygenase subunit
KBOACNCO_02136	CDS	1056	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
KBOACNCO_02137	CDS	678				hypothetical protein
KBOACNCO_02138	CDS	2010	htpX_2	3.4.24.-		Protease HtpX
KBOACNCO_02139	CDS	1434				hypothetical protein
KBOACNCO_02140	CDS	252				hypothetical protein
KBOACNCO_02141	CDS	474				hypothetical protein
KBOACNCO_02142	CDS	1518	kaiC_2	2.7.11.1		Circadian clock protein kinase KaiC
KBOACNCO_02143	CDS	177	bchB_2	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
KBOACNCO_02144	CDS	933		2.4.-.-		putative glycosyltransferase
KBOACNCO_02145	CDS	1617				hypothetical protein
KBOACNCO_02146	CDS	1599	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
KBOACNCO_02147	CDS	234				hypothetical protein
KBOACNCO_02148	CDS	807				hypothetical protein
KBOACNCO_02149	CDS	1302	pdhC	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
KBOACNCO_02150	CDS	639				hypothetical protein
KBOACNCO_02151	CDS	2343	pacS_2	7.2.2.8		putative copper-transporting ATPase PacS
KBOACNCO_02152	CDS	474				hypothetical protein
KBOACNCO_02153	CDS	762			COG0217	putative transcriptional regulatory protein
KBOACNCO_02154	CDS	1170	gshA	6.3.2.2		Glutamate--cysteine ligase
KBOACNCO_02155	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
KBOACNCO_02156	CDS	171				hypothetical protein
KBOACNCO_02157	CDS	2148				hypothetical protein
KBOACNCO_02158	CDS	576	hpf		COG1544	Ribosome hibernation promotion factor
KBOACNCO_02159	CDS	684	lipB	2.3.1.181	COG0321	Octanoyltransferase
KBOACNCO_02160	CDS	291				hypothetical protein
KBOACNCO_02161	tRNA	72				tRNA-Lys(ttt)
KBOACNCO_02162	CDS	1434	glgA_2	2.4.1.21	COG0297	Glycogen synthase
KBOACNCO_02163	CDS	339				hypothetical protein
KBOACNCO_02164	CDS	1596				hypothetical protein
KBOACNCO_02165	CDS	987	sigA2_3		COG0568	RNA polymerase sigma factor SigA2
KBOACNCO_02166	CDS	948	era_2		COG1159	GTPase Era
KBOACNCO_02167	CDS	3288	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
KBOACNCO_02168	CDS	3129				hypothetical protein
KBOACNCO_02169	CDS	885	gsiD		COG1173	Glutathione transport system permease protein GsiD
KBOACNCO_02170	CDS	486				hypothetical protein
KBOACNCO_02171	CDS	510				Pentapeptide repeat protein Rfr32
KBOACNCO_02172	CDS	681	ribE	2.5.1.9	COG0307	Riboflavin synthase
KBOACNCO_02173	CDS	444				hypothetical protein
KBOACNCO_02174	CDS	1674				hypothetical protein
KBOACNCO_02175	CDS	474		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
KBOACNCO_02176	CDS	921	glcK	2.7.1.2	COG1940	Glucokinase
KBOACNCO_02177	CDS	612				hypothetical protein
KBOACNCO_02178	CDS	588				hypothetical protein
KBOACNCO_02179	CDS	561				hypothetical protein
KBOACNCO_02180	CDS	270				hypothetical protein
KBOACNCO_02181	CDS	246	psaC	1.97.1.12		Photosystem I iron-sulfur center
KBOACNCO_02182	CDS	1578	ndhD1_3	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
KBOACNCO_02183	CDS	321				hypothetical protein
KBOACNCO_02184	CDS	333				hypothetical protein
KBOACNCO_02185	CDS	237				hypothetical protein
KBOACNCO_02186	CDS	789				hypothetical protein
KBOACNCO_02187	CDS	2691	apcE	4.-.-.-		Phycobiliprotein ApcE
KBOACNCO_02188	CDS	2190				hypothetical protein
KBOACNCO_02189	CDS	1203				hypothetical protein
KBOACNCO_02190	CDS	513				hypothetical protein
KBOACNCO_02191	CDS	303				hypothetical protein
KBOACNCO_02192	CDS	963	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
KBOACNCO_02193	CDS	1932				hypothetical protein
KBOACNCO_02194	CDS	642				hypothetical protein
KBOACNCO_02195	CDS	528				hypothetical protein
KBOACNCO_02196	CDS	468	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KBOACNCO_02197	CDS	1329				hypothetical protein
KBOACNCO_02198	CDS	504				hypothetical protein
KBOACNCO_02199	CDS	255				hypothetical protein
KBOACNCO_02200	CDS	201				hypothetical protein
KBOACNCO_02201	CDS	1623				hypothetical protein
KBOACNCO_02202	CDS	855				hypothetical protein
KBOACNCO_02203	CDS	1059	vgb	4.2.99.-		Virginiamycin B lyase
KBOACNCO_02204	CDS	459				hypothetical protein
KBOACNCO_02205	CDS	1119	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
KBOACNCO_02206	CDS	1911	dnaK2			Chaperone protein dnaK2
KBOACNCO_02207	CDS	2145				hypothetical protein
KBOACNCO_02208	CDS	330				hypothetical protein
KBOACNCO_02209	CDS	453				hypothetical protein
KBOACNCO_02210	CDS	1536	cysG_2	4.99.1.4		Siroheme synthase
KBOACNCO_02211	CDS	5073	tolB_1			Tol-Pal system protein TolB
KBOACNCO_02212	CDS	585				hypothetical protein
KBOACNCO_02213	CDS	1074	era_3			GTPase Era
KBOACNCO_02214	CDS	1017			COG3385	IS4 family transposase IS4Sa
KBOACNCO_02215	CDS	303				hypothetical protein
KBOACNCO_02216	CDS	774	recO			DNA repair protein RecO
KBOACNCO_02217	CDS	213				hypothetical protein
KBOACNCO_02218	CDS	675				hypothetical protein
KBOACNCO_02219	CDS	2313	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
KBOACNCO_02220	CDS	771				hypothetical protein
KBOACNCO_02221	CDS	618				hypothetical protein
KBOACNCO_02222	CDS	621				hypothetical protein
KBOACNCO_02223	CDS	597	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
KBOACNCO_02224	CDS	1389				Gluconeogenesis factor
KBOACNCO_02225	CDS	1602	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KBOACNCO_02226	CDS	3735				hypothetical protein
KBOACNCO_02227	CDS	1608				hypothetical protein
KBOACNCO_02228	CDS	750	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KBOACNCO_02229	CDS	525				hypothetical protein
KBOACNCO_02230	CDS	2412	lptD_2			LPS-assembly protein LptD
KBOACNCO_02231	CDS	117	psbI			Photosystem II reaction center protein I
KBOACNCO_02232	CDS	576				hypothetical protein
KBOACNCO_02233	CDS	14364				hypothetical protein
KBOACNCO_02234	CDS	3252	bepE			Efflux pump membrane transporter BepE
KBOACNCO_02235	CDS	1365	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
KBOACNCO_02236	CDS	1293	sphS	2.7.13.3	COG0642	Sensor protein SphS
KBOACNCO_02237	CDS	981	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
KBOACNCO_02238	CDS	1446			COG2308	putative protein
KBOACNCO_02239	CDS	381				hypothetical protein
KBOACNCO_02240	CDS	1506	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
KBOACNCO_02241	CDS	351				hypothetical protein
KBOACNCO_02242	CDS	1230				hypothetical protein
KBOACNCO_02243	CDS	2115		3.5.1.93		Glutaryl-7-aminocephalosporanic-acid acylase
KBOACNCO_02244	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
KBOACNCO_02245	CDS	1380				hypothetical protein
KBOACNCO_02246	CDS	378	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
KBOACNCO_02247	CDS	780				hypothetical protein
KBOACNCO_02248	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
KBOACNCO_02249	CDS	1137	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
KBOACNCO_02250	CDS	1428	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
KBOACNCO_02251	CDS	420				hypothetical protein
KBOACNCO_02252	CDS	420				hypothetical protein
KBOACNCO_02253	CDS	1239				hypothetical protein
KBOACNCO_02254	CDS	1161	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
KBOACNCO_02255	CDS	675				hypothetical protein
KBOACNCO_02256	CDS	615				hypothetical protein
KBOACNCO_02257	CDS	321				hypothetical protein
KBOACNCO_02258	CDS	336				hypothetical protein
KBOACNCO_02259	CDS	1527	chlB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
KBOACNCO_02260	CDS	681	trkA		COG0569	Trk system potassium uptake protein TrkA
KBOACNCO_02261	CDS	1641				putative protein
KBOACNCO_02262	CDS	1407	xylE			D-xylose-proton symporter
KBOACNCO_02263	CDS	1419	secDF		COG0341	Protein translocase subunit SecDF
KBOACNCO_02264	CDS	948	secF		COG0341	Protein translocase subunit SecF
KBOACNCO_02265	CDS	1035	lpxD_1	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
KBOACNCO_02266	CDS	354	rplT		COG0292	50S ribosomal protein L20
KBOACNCO_02267	CDS	204	rpmI		COG0291	50S ribosomal protein L35
KBOACNCO_02268	CDS	732				hypothetical protein
KBOACNCO_02269	CDS	837				hypothetical protein
KBOACNCO_02270	tRNA	73				tRNA-Ala(tgc)
KBOACNCO_02271	CDS	177				hypothetical protein
KBOACNCO_02272	CDS	1122	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KBOACNCO_02273	CDS	675				hypothetical protein
KBOACNCO_02274	CDS	354				hypothetical protein
KBOACNCO_02275	CDS	885				hypothetical protein
KBOACNCO_02276	CDS	1026	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
KBOACNCO_02277	CDS	621				hypothetical protein
KBOACNCO_02278	CDS	1488	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KBOACNCO_02279	CDS	96	psbT			Photosystem II reaction center protein T
KBOACNCO_02280	CDS	486	nrdR		COG1327	Transcriptional repressor NrdR
KBOACNCO_02281	CDS	492				hypothetical protein
KBOACNCO_02282	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KBOACNCO_02283	CDS	402	rbfA		COG0858	Ribosome-binding factor A
KBOACNCO_02284	CDS	201				hypothetical protein
KBOACNCO_02285	CDS	885	folD		COG0190	Bifunctional protein FolD protein
KBOACNCO_02286	CDS	1359				hypothetical protein
KBOACNCO_02287	CDS	1464		1.4.5.-		L-amino acid dehydrogenase
KBOACNCO_02288	CDS	1152	sasA_11	2.7.13.3		Adaptive-response sensory-kinase SasA
KBOACNCO_02289	CDS	588				hypothetical protein
KBOACNCO_02290	CDS	696	tpiA	5.3.1.1		Triosephosphate isomerase
KBOACNCO_02291	CDS	1020	yhhT_1		COG0628	Putative transport protein YhhT
KBOACNCO_02292	CDS	957				hypothetical protein
KBOACNCO_02293	CDS	1491				hypothetical protein
KBOACNCO_02294	CDS	669	petB		COG1290	Cytochrome b6
KBOACNCO_02295	CDS	483	petD			Cytochrome b6-f complex subunit 4
KBOACNCO_02296	CDS	1422	mshA_12	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KBOACNCO_02297	CDS	408				hypothetical protein
KBOACNCO_02298	CDS	162				hypothetical protein
KBOACNCO_02299	CDS	735	rnc_2	3.1.26.3	COG0571	Ribonuclease 3
KBOACNCO_02300	CDS	2304	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
KBOACNCO_02301	CDS	1497				hypothetical protein
KBOACNCO_02302	CDS	786				hypothetical protein
KBOACNCO_02303	CDS	654	rnd	3.1.13.5		Ribonuclease D
KBOACNCO_02304	CDS	858				hypothetical protein
KBOACNCO_02305	CDS	1221	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
KBOACNCO_02306	CDS	639				hypothetical protein
KBOACNCO_02307	CDS	786			COG3039	IS5 family transposase IS5Sb
KBOACNCO_02308	CDS	1251				hypothetical protein
KBOACNCO_02309	CDS	399			COG3385	IS4 family transposase IS4Sa
KBOACNCO_02310	CDS	849				IS630 family transposase ISTcSa
KBOACNCO_02311	CDS	684				hypothetical protein
KBOACNCO_02312	CDS	945				hypothetical protein
KBOACNCO_02313	CDS	633	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KBOACNCO_02314	CDS	183	rpsU1		COG0828	30S ribosomal protein S21 A
KBOACNCO_02315	rRNA	2882				23S ribosomal RNA
KBOACNCO_02316	tRNA	76				tRNA-Ile(gat)
KBOACNCO_02317	rRNA	1486				16S ribosomal RNA
KBOACNCO_02318	CDS	996				hypothetical protein
KBOACNCO_02319	CDS	591				hypothetical protein
KBOACNCO_02320	CDS	1014	dppB_2		COG0601	Dipeptide transport system permease protein DppB
KBOACNCO_02321	CDS	1344	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
KBOACNCO_02322	CDS	1125				hypothetical protein
KBOACNCO_02323	CDS	909				hypothetical protein
KBOACNCO_02324	CDS	699				hypothetical protein
KBOACNCO_02325	CDS	132				hypothetical protein
KBOACNCO_02326	CDS	822				hypothetical protein
KBOACNCO_02327	CDS	1344	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
KBOACNCO_02328	CDS	750				hypothetical protein
KBOACNCO_02329	CDS	483	hrb		COG1773	High molecular weight rubredoxin
KBOACNCO_02330	CDS	1251	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
KBOACNCO_02331	CDS	2466	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
KBOACNCO_02332	CDS	1185	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
KBOACNCO_02333	CDS	1080	fbaA	4.1.2.13		Fructose-bisphosphate aldolase class 2
KBOACNCO_02334	CDS	1302	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
KBOACNCO_02335	CDS	1152				hypothetical protein
KBOACNCO_02336	CDS	654				hypothetical protein
KBOACNCO_02337	CDS	762	hddC	2.7.7.71		D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
KBOACNCO_02338	CDS	1284				hypothetical protein
KBOACNCO_02339	CDS	1413	cbbL	4.1.1.39		Ribulose bisphosphate carboxylase large chain
KBOACNCO_02340	CDS	411				hypothetical protein
KBOACNCO_02341	CDS	342	cbbS	4.1.1.39	COG4451	Ribulose bisphosphate carboxylase small chain
KBOACNCO_02342	CDS	528				hypothetical protein
KBOACNCO_02343	CDS	705	mgtC		COG1285	Protein MgtC
KBOACNCO_02344	CDS	786			COG3039	IS5 family transposase IS5Sb
KBOACNCO_02345	CDS	1185	lpxB_2	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
KBOACNCO_02346	CDS	294	petF			Ferredoxin-1
KBOACNCO_02347	CDS	108				hypothetical protein
KBOACNCO_02348	CDS	549				hypothetical protein
KBOACNCO_02349	CDS	1317	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
KBOACNCO_02350	CDS	1401	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
KBOACNCO_02351	CDS	132				hypothetical protein
KBOACNCO_02352	tRNA	71				tRNA-Gly(ccc)
KBOACNCO_02353	CDS	2679				hypothetical protein
KBOACNCO_02354	CDS	510				hypothetical protein
KBOACNCO_02355	CDS	576				hypothetical protein
KBOACNCO_02356	CDS	1185	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
KBOACNCO_02357	CDS	2031	ubiB_4	2.7.-.-		protein kinase UbiB
KBOACNCO_02358	CDS	2469	mfd_1	3.6.4.-		Transcription-repair-coupling factor
KBOACNCO_02359	CDS	834	sppA_2	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
KBOACNCO_02360	CDS	2658	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
KBOACNCO_02361	tRNA	87				tRNA-Ser(cga)
KBOACNCO_02362	CDS	1629	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
KBOACNCO_02363	CDS	1275	haeIIIM	2.1.1.37		Modification methylase HaeIII
KBOACNCO_02364	CDS	981	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
KBOACNCO_02365	CDS	558	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
KBOACNCO_02366	CDS	423				hypothetical protein
KBOACNCO_02367	CDS	192				hypothetical protein
KBOACNCO_02368	CDS	1023		1.2.1.80	COG5322	Long-chain acyl-[acyl-carrier-protein] reductase
KBOACNCO_02369	CDS	696		4.1.99.5		Aldehyde decarbonylase
KBOACNCO_02370	CDS	1098	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
KBOACNCO_02371	CDS	2169	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KBOACNCO_02372	CDS	378				hypothetical protein
KBOACNCO_02373	CDS	222				hypothetical protein
KBOACNCO_02374	CDS	1371	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
KBOACNCO_02375	CDS	3537	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_02376	CDS	1908	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
KBOACNCO_02377	CDS	696				hypothetical protein
KBOACNCO_02378	CDS	495				IS630 family transposase ISTcSa
KBOACNCO_02379	CDS	360				hypothetical protein
KBOACNCO_02380	CDS	381	petE			Plastocyanin
KBOACNCO_02381	CDS	1449				hypothetical protein
KBOACNCO_02382	CDS	576				hypothetical protein
KBOACNCO_02383	CDS	1884	ftsH2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 2
KBOACNCO_02384	CDS	645	lon2	3.4.21.53	COG0466	Lon protease 2
KBOACNCO_02385	CDS	765	tatC		COG0805	Sec-independent protein translocase protein TatC
KBOACNCO_02386	CDS	873	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
KBOACNCO_02387	CDS	210				hypothetical protein
KBOACNCO_02388	CDS	849				IS630 family transposase ISTcSa
KBOACNCO_02389	CDS	459	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
KBOACNCO_02390	CDS	1272				hypothetical protein
KBOACNCO_02391	CDS	657			COG0586	putative membrane protein
KBOACNCO_02392	CDS	318				Thioredoxin-like protein
KBOACNCO_02393	CDS	912				hypothetical protein
KBOACNCO_02394	CDS	1659	groL2			60 kDa chaperonin 2
KBOACNCO_02395	CDS	981	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KBOACNCO_02396	CDS	861				hypothetical protein
KBOACNCO_02397	CDS	720			COG2968	26 kDa periplasmic immunogenic protein
KBOACNCO_02398	CDS	654				hypothetical protein
KBOACNCO_02399	CDS	609				hypothetical protein
KBOACNCO_02400	CDS	1260				hypothetical protein
KBOACNCO_02401	CDS	501		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
KBOACNCO_02402	CDS	963	menC	4.2.1.113		o-succinylbenzoate synthase
KBOACNCO_02403	CDS	1209				hypothetical protein
KBOACNCO_02404	CDS	564	efp			Elongation factor P
KBOACNCO_02405	CDS	465	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
KBOACNCO_02406	CDS	876				hypothetical protein
KBOACNCO_02407	CDS	486				hypothetical protein
KBOACNCO_02408	CDS	786				hypothetical protein
KBOACNCO_02409	CDS	264				hypothetical protein
KBOACNCO_02410	CDS	294				hypothetical protein
KBOACNCO_02411	CDS	1479		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KBOACNCO_02412	CDS	324				hypothetical protein
KBOACNCO_02413	CDS	423				hypothetical protein
KBOACNCO_02414	CDS	1506				hypothetical protein
KBOACNCO_02415	CDS	1170	aspC_1	2.6.1.1		Aspartate aminotransferase
KBOACNCO_02416	CDS	1182	gltA	2.3.3.16	COG0372	Citrate synthase
KBOACNCO_02417	CDS	495	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
KBOACNCO_02418	CDS	804	rsbQ			Sigma factor SigB regulation protein RsbQ
KBOACNCO_02419	CDS	1197		1.5.1.43		Carboxynorspermidine synthase
KBOACNCO_02420	CDS	216				hypothetical protein
KBOACNCO_02421	CDS	981	rnz	3.1.26.11	COG1234	Ribonuclease Z
KBOACNCO_02422	CDS	684				hypothetical protein
KBOACNCO_02423	CDS	1002				hypothetical protein
KBOACNCO_02424	CDS	855	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
KBOACNCO_02425	CDS	792				hypothetical protein
KBOACNCO_02426	CDS	771				hypothetical protein
KBOACNCO_02427	CDS	3630				hypothetical protein
